,teamId,win,firstBlood,firstTower,firstInhibitor,firstBaron,firstDragon,firstRiftHerald,towerKills,inhibitorKills,baronKills,dragonKills,riftHeraldKills
75700,Blue,Loss,True,False,False,False,False,False,0,0,0,0,0
75705,Red,Win,False,True,False,False,True,False,1,0,0,2,0
75710,Blue,Win,True,True,True,False,False,True,10,2,0,3,1
75715,Red,Loss,False,False,False,False,True,False,1,0,0,1,0
75720,Blue,Loss,False,False,False,False,False,False,3,0,0,1,0
75725,Red,Win,True,True,True,False,True,False,8,1,0,3,0
75730,Blue,Win,True,True,True,False,True,False,8,1,0,2,0
75735,Red,Loss,False,False,False,False,False,True,0,0,0,0,2
75740,Blue,Win,False,False,True,True,True,True,10,4,1,2,1
75745,Red,Loss,True,True,False,False,False,False,3,0,0,2,0
75750,Blue,Win,True,True,False,False,True,False,2,0,0,1,0
75755,Red,Loss,False,False,False,False,False,False,0,0,0,0,0
75760,Blue,Win,True,False,True,False,True,False,9,1,0,3,0
75765,Red,Loss,False,True,False,False,False,True,3,0,0,0,1
75770,Blue,Loss,True,False,False,False,True,False,0,0,0,3,0
75775,Red,Win,False,True,True,True,False,True,10,2,1,1,1
75780,Blue,Win,True,True,False,False,True,True,2,0,0,2,1
75785,Red,Loss,False,False,False,False,False,False,0,0,0,0,0
75790,Blue,Win,False,False,False,False,False,False,0,0,0,0,0
75795,Red,Loss,True,False,False,False,False,False,0,0,0,0,0
75800,Blue,Win,True,False,False,False,True,True,2,0,0,2,1
75805,Red,Loss,False,True,False,False,False,False,1,0,0,0,0
75810,Blue,Win,False,False,True,True,True,False,8,1,2,5,0
75815,Red,Loss,True,True,False,False,False,True,5,0,0,1,1
75820,Blue,Win,False,True,False,False,False,True,3,0,0,2,1
75825,Red,Loss,True,False,False,False,True,False,3,0,0,1,0
75830,Blue,Loss,True,True,False,False,True,True,5,0,0,3,1
75835,Red,Win,False,False,True,True,False,False,4,1,1,2,0
75840,Blue,Loss,False,False,False,False,True,False,2,0,0,3,0
75845,Red,Win,True,True,True,True,False,True,7,1,1,1,1
75850,Blue,Loss,False,False,True,True,True,False,5,1,1,4,0
75855,Red,Win,True,True,False,False,False,True,8,1,1,1,2
75860,Blue,Loss,False,False,False,False,False,False,1,0,0,0,0
75865,Red,Win,True,True,True,True,True,False,11,3,1,4,0
75870,Blue,Loss,False,True,False,False,True,True,2,0,0,1,2
75875,Red,Win,True,False,True,True,False,False,8,1,2,3,0
75880,Blue,Loss,True,False,False,True,True,True,3,0,1,2,2
75885,Red,Win,False,True,True,False,False,False,7,1,0,2,0
75890,Blue,Loss,False,False,False,False,False,False,3,0,0,2,0
75895,Red,Win,True,True,True,True,True,True,11,2,1,3,1
75900,Blue,Loss,True,True,False,False,False,True,3,0,0,2,1
75905,Red,Win,False,False,True,True,True,False,5,1,1,2,0
75910,Blue,Win,True,False,True,True,True,False,7,1,2,4,0
75915,Red,Loss,False,True,False,False,False,True,8,0,0,1,1
75920,Blue,Win,False,True,True,False,True,False,10,2,0,1,1
75925,Red,Loss,True,False,False,False,False,True,0,0,0,3,1
75930,Blue,Loss,True,False,False,False,False,False,2,0,0,0,0
75935,Red,Win,False,True,True,True,True,False,10,3,1,4,0
75940,Blue,Loss,False,False,False,False,False,False,0,0,0,1,0
75945,Red,Win,True,True,False,False,True,False,4,0,0,2,0
75950,Blue,Win,True,True,False,False,False,False,3,0,0,1,0
75955,Red,Loss,False,False,False,False,True,True,0,0,0,1,1
75960,Blue,Loss,False,True,False,True,False,True,5,0,1,0,1
75965,Red,Win,True,False,True,False,True,False,7,1,1,5,0
75970,Blue,Win,True,True,True,True,True,False,7,1,1,2,0
75975,Red,Loss,False,False,False,False,False,True,3,0,0,3,1
75980,Blue,Win,False,True,True,True,False,False,8,1,1,3,0
75985,Red,Loss,True,False,False,False,True,True,2,0,0,1,1
75990,Blue,Win,False,False,True,True,True,False,11,3,1,4,0
75995,Red,Loss,True,True,False,False,False,False,2,0,0,0,0
76000,Blue,Win,False,False,True,True,False,True,9,3,1,4,1
76005,Red,Loss,True,True,False,False,True,False,3,0,0,1,0
76010,Blue,Loss,False,False,False,False,False,False,2,0,0,1,0
76015,Red,Win,True,True,False,True,True,True,6,0,1,2,1
76020,Blue,Win,True,True,True,True,False,True,10,3,2,2,1
76025,Red,Loss,False,False,False,False,True,False,3,0,0,1,0
76030,Blue,Loss,True,False,False,False,False,False,0,0,0,0,0
76035,Red,Win,False,True,True,False,False,False,7,1,0,0,0
76040,Blue,Loss,False,False,False,True,False,True,6,1,1,3,1
76045,Red,Win,True,True,True,False,True,False,8,2,0,3,0
76050,Blue,Loss,False,False,False,False,True,False,1,0,0,2,0
76055,Red,Win,True,True,False,False,False,True,5,0,0,1,1
76060,Blue,Loss,True,True,False,False,True,True,3,0,0,2,2
76065,Red,Win,False,False,True,True,False,False,11,4,2,3,0
76070,Blue,Win,True,True,True,True,False,False,11,4,1,3,1
76075,Red,Loss,False,False,False,False,True,True,1,0,0,2,1
76080,Blue,Win,True,True,False,False,False,True,5,0,0,1,2
76085,Red,Loss,False,False,False,False,True,False,1,0,0,1,0
76090,Blue,Loss,False,True,False,False,False,True,5,0,0,0,1
76095,Red,Win,True,False,True,True,True,False,9,2,2,4,0
76100,Blue,Loss,False,False,False,False,False,False,1,0,0,0,0
76105,Red,Win,True,True,True,False,True,True,9,2,0,3,1
76110,Blue,Win,True,True,True,False,False,False,9,1,0,2,0
76115,Red,Loss,False,False,False,False,True,False,0,0,0,1,0
76120,Blue,Win,True,False,False,False,False,False,0,0,0,0,0
76125,Red,Loss,False,False,False,False,False,False,0,0,0,0,0
76130,Blue,Win,True,True,True,False,True,True,11,2,0,3,1
76135,Red,Loss,False,False,False,False,False,False,0,0,0,0,0
76140,Blue,Loss,True,False,False,False,False,False,4,0,1,2,0
76145,Red,Win,False,True,True,True,True,False,8,1,1,4,0
76150,Blue,Loss,True,True,False,False,True,False,1,0,0,1,0
76155,Red,Win,False,False,False,False,False,False,0,0,0,0,0
76160,Blue,Loss,False,False,True,False,False,True,8,2,0,4,1
76165,Red,Win,True,True,False,True,True,False,7,1,1,1,0
76170,Blue,Win,True,True,True,False,True,False,8,1,0,2,0
76175,Red,Loss,False,False,False,False,False,False,1,0,0,1,0
76180,Blue,Win,False,True,True,False,True,False,9,2,0,3,1
76185,Red,Loss,True,False,False,False,False,True,2,0,0,0,1
76190,Blue,Win,True,True,True,False,True,True,7,1,0,3,2
76195,Red,Loss,False,False,False,True,False,False,4,0,2,3,0
76200,Blue,Win,False,True,True,False,False,False,8,1,0,1,0
76205,Red,Loss,True,False,False,False,True,True,4,0,0,2,2
76210,Blue,Loss,False,True,False,False,True,True,4,0,0,3,2
76215,Red,Win,True,False,True,True,False,False,10,1,1,2,0
76220,Blue,Win,False,True,True,True,False,True,11,4,1,3,2
76225,Red,Loss,True,False,False,False,True,False,2,0,0,1,0
76230,Blue,Win,True,True,True,False,True,True,7,1,0,4,2
76235,Red,Loss,False,False,False,True,False,False,0,0,1,0,0
76240,Blue,Win,False,True,True,False,False,True,9,1,0,0,1
76245,Red,Loss,True,False,False,False,True,False,0,0,0,2,0
76250,Blue,Win,True,True,True,False,True,False,8,2,0,2,1
76255,Red,Loss,False,False,False,False,False,True,1,0,0,1,1
76260,Blue,Win,False,True,True,False,False,True,9,2,0,1,2
76265,Red,Loss,True,False,False,False,True,False,0,0,0,1,0
76270,Blue,Loss,False,False,False,False,False,False,0,0,0,0,0
76275,Red,Win,True,True,True,False,True,True,10,2,0,2,2
76280,Blue,Win,True,True,True,False,True,True,9,1,0,2,2
76285,Red,Loss,False,False,False,False,False,False,1,0,0,0,0
76290,Blue,Loss,False,False,False,False,False,True,2,0,0,0,1
76295,Red,Win,True,True,True,True,True,False,9,2,1,4,1
76300,Blue,Loss,True,True,False,False,False,False,2,0,0,0,0
76305,Red,Win,False,False,True,True,True,True,9,2,1,4,1
76310,Blue,Loss,False,False,False,False,False,False,0,0,0,0,0
76315,Red,Win,True,True,True,False,True,True,7,1,0,2,1
76320,Blue,Win,False,False,True,True,True,False,8,1,1,3,0
76325,Red,Loss,True,True,False,False,False,True,1,0,0,0,1
76330,Blue,Win,True,True,False,False,False,True,3,0,0,1,1
76335,Red,Loss,False,False,False,False,True,False,0,0,0,1,0
76340,Blue,Win,False,True,True,False,False,True,5,1,0,0,1
76345,Red,Loss,True,False,False,False,False,False,0,0,0,0,0
76350,Blue,Win,True,True,False,False,False,True,3,0,0,1,1
76355,Red,Loss,False,False,False,False,True,False,0,0,0,1,0
76360,Blue,Loss,False,False,False,False,True,False,4,0,0,3,0
76365,Red,Win,True,True,True,True,False,True,5,1,1,2,2
76370,Blue,Loss,False,False,False,False,False,False,0,0,0,1,0
76375,Red,Win,True,True,True,False,True,True,9,1,0,3,2
76380,Blue,Win,True,True,True,True,True,False,11,3,1,3,0
76385,Red,Loss,False,False,False,False,False,False,2,0,1,2,0
76390,Blue,Win,True,True,True,True,True,True,6,1,1,2,1
76395,Red,Loss,False,False,False,False,False,False,3,0,0,1,0
76400,Blue,Win,True,False,True,True,True,False,9,1,1,4,0
76405,Red,Loss,False,True,False,False,False,True,4,0,0,1,2
76410,Blue,Loss,True,False,False,False,True,False,3,0,0,1,0
76415,Red,Win,False,True,True,True,False,True,5,1,1,2,1
76420,Blue,Loss,False,False,False,False,False,False,0,0,0,0,0
76425,Red,Win,True,True,True,True,True,True,11,4,1,4,2
76430,Blue,Win,False,True,True,True,True,True,7,1,1,4,2
76435,Red,Loss,True,False,False,False,False,False,3,0,0,1,0
76440,Blue,Loss,False,False,False,False,False,False,2,0,0,0,0
76445,Red,Win,True,True,True,True,True,True,10,2,1,4,2
76450,Blue,Loss,False,False,False,False,True,False,1,0,0,3,0
76455,Red,Win,True,True,True,True,False,False,10,2,1,1,0
76460,Blue,Loss,False,False,False,False,True,True,0,0,0,1,2
76465,Red,Win,True,True,False,False,False,False,4,0,0,2,0
76470,Blue,Loss,False,False,False,False,False,False,0,0,0,0,0
76475,Red,Win,True,True,False,False,True,False,7,0,0,2,0
76480,Blue,Win,True,True,True,False,True,True,7,1,0,2,1
76485,Red,Loss,False,False,False,False,False,False,1,0,0,0,0
76490,Blue,Loss,True,False,False,False,False,False,0,0,0,0,0
76495,Red,Win,False,False,False,False,False,False,0,0,0,0,0
76500,Blue,Loss,True,False,False,False,False,True,0,0,0,0,1
76505,Red,Win,False,True,True,True,True,False,9,2,1,3,1
76510,Blue,Loss,True,False,False,False,False,True,0,0,0,0,1
76515,Red,Win,False,True,False,False,True,False,3,0,0,3,0
76520,Blue,Loss,True,True,False,False,True,True,3,0,0,2,1
76525,Red,Win,False,False,True,True,False,False,8,1,1,2,0
76530,Blue,Win,False,True,True,True,False,True,9,2,2,2,1
76535,Red,Loss,True,False,False,False,True,False,6,1,0,3,1
76540,Blue,Loss,True,True,False,True,True,True,6,0,1,4,1
76545,Red,Win,False,False,True,False,False,False,9,3,1,2,1
76550,Blue,Win,True,True,True,True,True,True,8,1,1,4,2
76555,Red,Loss,False,False,False,False,False,False,1,0,0,0,0
76560,Blue,Win,True,True,True,True,True,True,8,1,1,3,2
76565,Red,Loss,False,False,False,False,False,False,1,0,0,0,0
76570,Blue,Win,False,True,False,False,True,True,6,0,0,3,1
76575,Red,Loss,True,False,False,False,False,False,1,0,0,0,0
76580,Blue,Loss,False,False,False,False,False,False,0,0,0,0,0
76585,Red,Win,True,True,False,False,True,True,5,0,0,3,1
76590,Blue,Win,True,True,False,True,True,True,5,0,1,3,1
76595,Red,Loss,False,False,False,False,False,False,2,0,0,0,0
76600,Blue,Loss,False,False,False,False,True,False,0,0,0,1,0
76605,Red,Win,True,True,False,False,False,True,6,0,0,2,2
76610,Blue,Loss,False,False,False,False,True,False,0,0,0,1,0
76615,Red,Win,True,True,False,False,False,False,4,0,0,1,0
76620,Blue,Win,True,True,True,True,False,True,7,1,1,2,2
76625,Red,Loss,False,False,False,False,True,False,2,0,0,2,0
76630,Blue,Loss,True,True,False,False,False,True,4,0,0,0,1
76635,Red,Win,False,False,True,False,True,False,8,2,0,4,1
76640,Blue,Win,False,True,True,True,False,True,8,1,1,2,1
76645,Red,Loss,True,False,False,False,True,False,1,0,0,2,0
76650,Blue,Win,True,True,True,False,True,True,8,1,0,3,2
76655,Red,Loss,False,False,False,False,False,False,0,0,0,0,0
76660,Blue,Loss,True,True,False,False,True,False,3,0,0,2,1
76665,Red,Win,False,False,True,True,False,True,10,2,1,1,1
76670,Blue,Win,True,False,False,True,True,False,3,0,1,4,0
76675,Red,Loss,False,True,False,False,False,True,4,0,0,0,2
76680,Blue,Win,False,False,True,True,False,False,7,1,1,2,0
76685,Red,Loss,True,True,False,False,True,True,4,0,0,1,1
76690,Blue,Win,False,True,True,True,False,True,11,4,2,4,1
76695,Red,Loss,True,False,False,False,True,False,2,0,0,1,0
76700,Blue,Win,False,False,True,True,False,False,8,1,1,1,0
76705,Red,Loss,True,True,False,False,True,True,3,0,0,3,1
76710,Blue,Loss,False,True,False,True,False,False,4,0,1,1,0
76715,Red,Win,True,False,True,False,True,False,10,3,1,3,0
76720,Blue,Win,True,True,False,False,False,False,7,1,1,3,0
76725,Red,Loss,False,False,True,True,True,False,8,1,1,3,0
76730,Blue,Loss,True,True,False,False,True,True,5,0,0,2,2
76735,Red,Win,False,False,True,True,False,False,8,1,1,4,0
76740,Blue,Win,True,True,True,True,True,True,7,1,1,4,1
76745,Red,Loss,False,False,False,False,False,False,1,0,0,0,0
76750,Blue,Loss,False,True,False,False,True,True,1,0,0,1,2
76755,Red,Win,True,False,True,True,False,False,9,3,1,3,0
76760,Blue,Loss,True,False,False,False,False,False,2,0,0,0,0
76765,Red,Win,False,True,True,False,True,True,9,3,0,3,1
76770,Blue,Loss,False,False,False,False,False,False,0,0,0,0,0
76775,Red,Win,True,True,False,False,True,True,4,0,0,1,1
76780,Blue,Win,False,True,True,False,False,True,11,3,1,2,1
76785,Red,Loss,True,False,False,True,True,False,0,0,1,3,0
76790,Blue,Loss,False,False,False,False,False,False,0,0,0,0,0
76795,Red,Win,True,True,True,False,True,True,8,1,0,2,1
76800,Blue,Loss,False,False,False,False,False,False,0,0,0,0,0
76805,Red,Win,True,True,True,False,True,True,5,1,0,1,1
76810,Blue,Win,True,False,True,True,False,False,7,1,1,1,0
76815,Red,Loss,False,True,False,False,True,True,4,0,0,4,2
76820,Blue,Loss,True,False,False,False,False,False,4,0,0,1,0
76825,Red,Win,False,True,True,True,True,True,10,2,2,4,2
76830,Blue,Loss,True,True,False,False,True,False,5,0,0,2,1
76835,Red,Win,False,False,True,True,False,True,7,1,1,2,1
76840,Blue,Loss,False,False,False,False,True,True,0,0,0,1,1
76845,Red,Win,True,True,False,False,False,False,4,0,0,1,0
76850,Blue,Loss,True,True,False,False,False,True,3,0,0,1,1
76855,Red,Win,False,False,False,True,True,False,3,0,1,2,0
76860,Blue,Loss,False,True,False,False,False,True,2,0,0,0,1
76865,Red,Win,True,False,True,False,True,False,8,1,0,3,1
76870,Blue,Loss,True,False,False,False,True,False,0,0,0,1,1
76875,Red,Win,False,True,True,True,False,True,9,1,1,2,1
76880,Blue,Loss,False,False,False,False,True,False,0,0,0,1,0
76885,Red,Win,True,True,True,False,False,True,6,1,0,2,1
76890,Blue,Loss,True,False,False,False,True,False,1,0,0,1,0
76895,Red,Win,False,True,True,False,False,True,9,1,0,2,2
76900,Blue,Win,True,True,True,True,True,True,6,1,1,3,2
76905,Red,Loss,False,False,False,False,False,False,2,0,0,0,0
76910,Blue,Loss,False,False,False,False,False,False,0,0,0,0,0
76915,Red,Win,True,True,False,False,True,True,4,0,0,2,1
76920,Blue,Win,True,True,True,False,True,True,6,1,0,2,1
76925,Red,Loss,False,False,False,False,False,False,0,0,0,0,0
76930,Blue,Loss,True,False,False,False,False,False,2,0,0,0,0
76935,Red,Win,False,True,True,True,True,True,8,1,1,4,2
76940,Blue,Win,True,False,False,False,False,False,0,0,0,0,0
76945,Red,Loss,False,False,False,False,False,False,0,0,0,0,0
76950,Blue,Loss,False,False,False,False,False,True,1,0,0,0,1
76955,Red,Win,True,True,True,True,True,False,10,2,1,4,0
76960,Blue,Loss,False,True,False,False,False,True,2,0,0,0,1
76965,Red,Win,True,False,True,True,True,False,10,1,1,4,1
76970,Blue,Loss,False,False,False,False,False,True,0,0,0,0,1
76975,Red,Win,True,True,True,False,True,False,9,2,0,3,1
76980,Blue,Win,True,True,True,True,False,True,9,1,1,2,1
76985,Red,Loss,False,False,False,False,True,False,3,0,0,1,0
76990,Blue,Loss,True,True,False,True,True,True,5,0,1,4,2
76995,Red,Win,False,False,True,False,False,False,7,1,1,1,0
77000,Blue,Loss,True,True,False,False,False,True,4,0,0,0,1
77005,Red,Win,False,False,True,True,True,False,6,1,1,4,0
77010,Blue,Win,False,False,True,True,False,False,6,1,2,4,0
77015,Red,Loss,True,True,False,False,True,True,4,0,0,1,2
77020,Blue,Loss,False,False,False,False,False,False,0,0,0,0,0
77025,Red,Win,True,True,True,False,True,True,5,1,0,2,1
77030,Blue,Loss,False,False,False,True,False,True,1,0,1,1,1
77035,Red,Win,True,True,True,False,True,False,8,1,0,2,1
77040,Blue,Loss,False,False,False,False,False,False,0,0,0,0,0
77045,Red,Win,True,True,True,True,True,True,11,5,2,5,1
77050,Blue,Win,False,True,False,False,True,True,5,0,0,3,2
77055,Red,Loss,True,False,False,False,False,False,0,0,0,0,0
77060,Blue,Win,True,True,False,True,True,True,9,1,2,4,2
77065,Red,Loss,False,False,True,False,False,False,9,3,0,2,0
77070,Blue,Win,True,True,True,True,False,False,10,1,1,2,0
77075,Red,Loss,False,False,False,False,True,True,4,1,1,4,1
77080,Blue,Loss,True,True,False,False,True,True,5,0,0,2,2
77085,Red,Win,False,False,True,True,False,False,10,2,1,4,0
77090,Blue,Win,True,True,True,True,False,False,7,2,2,2,1
77095,Red,Loss,False,False,False,False,True,True,3,0,0,3,1
77100,Blue,Loss,True,True,False,False,True,True,2,0,0,3,2
77105,Red,Win,False,False,True,True,False,False,11,2,2,1,0
77110,Blue,Win,False,True,False,False,True,True,5,0,0,2,1
77115,Red,Loss,True,False,False,False,False,False,0,0,0,0,0
77120,Blue,Win,False,False,True,True,False,False,9,1,1,2,0
77125,Red,Loss,True,True,False,False,True,True,7,0,0,4,2
77130,Blue,Win,True,False,True,True,True,True,9,2,1,3,1
77135,Red,Loss,False,True,False,False,False,False,2,0,0,0,0
77140,Blue,Win,False,True,True,True,False,False,9,2,1,3,0
77145,Red,Loss,True,False,False,False,True,True,2,0,0,1,2
77150,Blue,Loss,False,True,False,False,False,False,3,0,0,0,0
77155,Red,Win,True,False,True,True,True,True,7,1,1,4,1
77160,Blue,Win,False,False,True,True,False,False,8,1,1,3,1
77165,Red,Loss,True,True,False,False,True,True,5,0,0,1,1
77170,Blue,Loss,True,False,False,False,False,False,0,0,0,0,0
77175,Red,Win,False,True,True,True,True,True,9,2,1,4,2
77180,Blue,Loss,False,True,False,False,False,False,3,0,0,2,1
77185,Red,Win,True,False,True,True,True,True,8,2,2,3,1
77190,Blue,Win,False,True,False,False,True,True,5,0,0,2,1
77195,Red,Loss,True,False,False,False,False,False,0,0,0,0,0
77200,Blue,Win,False,True,True,False,True,True,6,1,0,2,1
77205,Red,Loss,True,False,False,False,False,False,0,0,0,0,0
77210,Blue,Loss,True,True,False,False,True,True,2,0,0,2,1
77215,Red,Win,False,False,True,True,False,False,9,2,1,2,0
77220,Blue,Win,True,True,False,True,True,True,6,0,1,2,1
77225,Red,Loss,False,False,False,False,False,False,1,0,0,1,0
77230,Blue,Loss,False,False,False,False,False,False,1,0,0,0,1
77235,Red,Win,True,True,False,True,True,True,3,0,1,4,1
77240,Blue,Win,False,True,True,False,True,True,9,2,0,2,1
77245,Red,Loss,True,False,False,False,False,False,0,0,0,0,0
77250,Blue,Win,False,True,True,False,False,False,8,1,0,1,1
77255,Red,Loss,True,False,False,False,True,True,1,0,0,1,1
77260,Blue,Loss,True,False,False,False,False,True,0,0,0,1,1
77265,Red,Win,False,True,True,True,True,False,11,3,1,3,1
77270,Blue,Loss,False,True,False,False,False,True,3,0,0,0,1
77275,Red,Win,True,False,True,True,True,False,7,1,1,3,1
77280,Blue,Win,True,True,True,False,True,False,7,1,0,2,1
77285,Red,Loss,False,False,False,False,False,True,1,0,0,1,1
77290,Blue,Win,True,True,True,False,True,True,10,2,0,3,2
77295,Red,Loss,False,False,False,False,False,False,2,0,0,1,0
77300,Blue,Loss,False,True,True,False,False,True,8,1,0,4,1
77305,Red,Win,True,False,False,True,True,False,6,1,2,3,0
77310,Blue,Win,False,True,False,True,True,True,5,0,1,3,2
77315,Red,Loss,True,False,False,False,False,False,3,0,0,1,0
77320,Blue,Loss,False,False,True,True,True,False,3,1,1,2,0
77325,Red,Win,True,True,False,False,False,True,11,3,1,3,1
77330,Blue,Win,True,False,True,True,False,False,11,2,1,3,0
77335,Red,Loss,False,True,False,False,True,True,3,0,0,2,1
77340,Blue,Win,True,True,True,True,True,True,11,5,2,5,2
77345,Red,Loss,False,False,False,False,False,False,1,0,0,0,0
77350,Blue,Loss,False,False,False,False,True,True,3,0,0,2,1
77355,Red,Win,True,True,True,True,False,False,9,2,1,2,0
77360,Blue,Win,False,True,False,False,False,True,3,0,0,1,1
77365,Red,Loss,True,False,False,False,True,False,0,0,0,1,0
77370,Blue,Loss,False,False,False,False,False,False,0,0,0,0,0
77375,Red,Win,True,True,True,False,True,False,7,1,0,2,0
77380,Blue,Win,False,True,True,False,True,True,9,2,0,3,2
77385,Red,Loss,True,False,False,True,False,False,2,0,1,1,0
77390,Blue,Win,True,True,True,True,True,True,10,1,1,3,2
77395,Red,Loss,False,False,False,False,False,False,0,0,0,0,0
77400,Blue,Win,False,True,True,True,True,False,8,1,2,4,0
77405,Red,Loss,True,False,False,False,False,True,1,0,0,1,1
77410,Blue,Loss,False,False,False,False,False,False,0,0,0,0,0
77415,Red,Win,True,True,True,False,True,True,8,1,0,3,2
77420,Blue,Loss,False,False,False,False,False,False,0,0,0,0,0
77425,Red,Win,True,True,True,False,True,True,9,2,0,1,1
77430,Blue,Win,False,False,False,False,False,True,10,2,1,2,2
77435,Red,Loss,True,True,True,True,True,False,7,1,1,3,0
77440,Blue,Loss,True,False,False,False,True,True,0,0,0,1,1
77445,Red,Win,False,True,True,True,False,False,11,3,1,3,0
77450,Blue,Loss,False,True,False,False,False,True,2,0,0,0,1
77455,Red,Win,True,False,True,True,True,False,11,3,1,4,0
77460,Blue,Loss,True,False,False,False,False,False,0,0,0,0,0
77465,Red,Win,False,True,True,False,True,True,7,1,0,2,1
77470,Blue,Win,True,True,True,True,True,True,10,2,1,4,1
77475,Red,Loss,False,False,False,False,False,False,3,0,0,0,0
77480,Blue,Win,False,False,True,False,True,True,8,1,0,4,1
77485,Red,Loss,True,True,False,True,False,False,7,0,2,1,0
77490,Blue,Loss,False,False,False,False,False,False,0,0,0,0,0
77495,Red,Win,True,True,True,False,True,True,8,1,0,3,2
77500,Blue,Loss,False,False,False,False,True,False,0,0,0,1,0
77505,Red,Win,True,True,False,False,False,True,2,0,0,1,1
77510,Blue,Win,False,True,False,False,False,True,2,0,0,1,2
77515,Red,Loss,True,False,False,False,True,False,0,0,0,2,0
77520,Blue,Win,True,False,True,True,True,True,7,2,2,2,1
77525,Red,Loss,False,True,False,False,False,False,5,0,0,3,1
77530,Blue,Win,False,False,True,False,True,False,5,1,1,3,1
77535,Red,Loss,True,True,False,True,False,True,4,0,1,3,1
77540,Blue,Win,False,False,True,False,True,False,10,2,0,3,0
77545,Red,Loss,True,True,False,False,False,True,2,0,0,1,1
77550,Blue,Win,True,False,False,False,True,False,1,0,0,1,0
77555,Red,Loss,False,True,False,False,False,True,2,0,0,2,1
77560,Blue,Loss,False,False,False,False,False,False,2,0,0,0,0
77565,Red,Win,True,True,True,True,True,True,7,1,1,4,1
77570,Blue,Loss,False,False,False,False,True,True,2,0,0,1,2
77575,Red,Win,True,True,False,True,False,False,6,0,1,2,0
77580,Blue,Loss,True,False,False,True,True,False,3,0,1,3,0
77585,Red,Win,False,True,True,False,False,True,5,1,0,2,2
77590,Blue,Loss,True,True,False,False,False,True,3,0,0,0,1
77595,Red,Win,False,False,False,False,True,False,3,0,0,3,0
77600,Blue,Loss,True,False,False,False,False,True,1,0,0,0,2
77605,Red,Win,False,True,False,False,True,False,4,0,0,2,0
77610,Blue,Win,True,True,False,False,True,True,4,0,0,2,1
77615,Red,Loss,False,False,False,False,False,False,0,0,0,0,0
77620,Blue,Win,True,True,True,False,True,True,5,1,0,1,1
77625,Red,Loss,False,False,False,False,False,False,0,0,0,0,0
77630,Blue,Win,False,True,True,True,False,True,8,1,1,2,1
77635,Red,Loss,True,False,False,False,True,False,3,0,0,2,1
77640,Blue,Loss,False,False,False,False,False,False,0,0,0,1,0
77645,Red,Win,True,True,False,False,True,True,5,0,0,2,2
77650,Blue,Loss,False,False,False,False,True,False,1,0,0,2,0
77655,Red,Win,True,True,False,False,False,True,3,0,0,1,1
77660,Blue,Loss,True,False,False,False,False,False,1,0,0,0,0
77665,Red,Win,False,True,True,True,True,True,7,1,1,4,2
77670,Blue,Win,False,False,False,True,False,False,4,0,1,2,1
77675,Red,Loss,True,True,False,False,True,True,3,0,0,1,1
77680,Blue,Loss,False,True,False,True,True,True,4,0,1,3,2
77685,Red,Win,True,False,False,False,False,False,3,0,1,2,0
77690,Blue,Loss,False,True,False,False,False,False,2,0,0,2,0
77695,Red,Win,True,False,True,True,True,True,6,1,1,2,2
77700,Blue,Loss,False,False,False,False,False,True,3,0,0,1,1
77705,Red,Win,True,True,True,True,True,False,9,1,1,2,1
77710,Blue,Loss,True,True,False,True,True,False,3,0,1,1,0
77715,Red,Win,False,False,True,False,False,True,7,2,0,3,2
77720,Blue,Win,True,True,True,True,True,True,10,1,1,4,1
77725,Red,Loss,False,False,False,False,False,False,3,0,0,0,0
77730,Blue,Win,True,True,True,True,True,False,7,1,1,1,1
77735,Red,Loss,False,False,False,False,False,True,1,0,0,3,1
77740,Blue,Win,True,True,True,False,True,True,7,1,0,1,1
77745,Red,Loss,False,False,False,False,False,False,0,0,0,0,0
77750,Blue,Win,True,True,True,True,True,True,11,3,2,3,1
77755,Red,Loss,False,False,False,False,False,False,2,0,0,2,0
77760,Blue,Win,True,False,True,False,True,False,11,1,0,3,1
77765,Red,Loss,False,True,False,False,False,True,4,0,0,0,1
77770,Blue,Win,True,True,True,False,False,True,8,1,0,3,1
77775,Red,Loss,False,False,False,True,True,False,2,0,1,1,0
77780,Blue,Win,True,True,True,False,False,True,7,1,0,1,1
77785,Red,Loss,False,False,False,False,True,False,0,0,0,1,0
77790,Blue,Win,True,True,True,False,True,True,5,1,0,1,1
77795,Red,Loss,False,False,False,False,False,False,0,0,0,0,0
77800,Blue,Loss,False,False,False,False,False,False,1,0,0,0,0
77805,Red,Win,True,True,True,True,True,True,11,2,2,4,1
77810,Blue,Loss,False,False,False,False,True,False,2,0,0,1,0
77815,Red,Win,True,True,False,False,False,True,2,0,0,1,1
77820,Blue,Loss,False,False,False,False,False,False,2,0,0,0,0
77825,Red,Win,True,True,True,True,True,True,8,1,1,3,2
77830,Blue,Loss,False,False,False,False,True,True,3,0,0,1,2
77835,Red,Win,True,True,True,False,False,False,8,1,0,3,0
77840,Blue,Win,True,False,True,True,False,False,8,1,1,0,1
77845,Red,Loss,False,True,False,False,True,True,2,0,0,3,1
77850,Blue,Loss,True,False,False,False,False,False,1,0,0,0,0
77855,Red,Win,False,True,True,False,True,True,7,1,0,3,2
77860,Blue,Loss,True,True,False,False,True,False,3,0,0,3,1
77865,Red,Win,False,False,True,True,False,True,7,1,1,1,1
77870,Blue,Win,True,True,False,True,True,True,5,0,1,3,2
